Configuration,Service_Rate,Cost,Objective,Runtime
N200_C,0.8015217722790575,4250.43,6568228.102688272,0.0
N200_RC,0.7689949643701283,6970.53,6298788.177835052,0.0
N200_R,0.7844811090942365,10401.84,6422343.25457274,0.0
N200,0.784999281914474,7207.599999999999,6429786.511698687,0.0
