Configuration,Service_Rate,Cost,Objective,Runtime
N200_C,0.765941180346336,4411.19,6276306.488839954,0.0
N200_RC,0.7945677251547963,8582.88,6506872.46626933,0.0
N200_R,0.7497400957261569,9555.76,6138313.024954487,0.0
N200,0.7700830004090964,7516.610000000001,6307163.99335459,0.0
