Configuration,Service_Rate,Cost,Objective,Runtime
N200_C,0.83,6705.31,6799294.69,0.0
N200_RC,0.8258118284073221,7219.73,6764437.262940041,0.0
N200_R,0.816294812038159,10362.79,6683254.668712904,0.0
N200,0.8240355468151604,8095.943333333334,6748995.540550983,0.0
