num_nodes,algorithm,generation,mean_hv,std_hv
100,NSGA_III,0,0.18733276951497885,0.055421848727008574
100,NSGA_III,1,0.1990762956049112,0.05790903567670391
100,NSGA_III,2,0.21195081415949035,0.05799277520514415
100,NSGA_III,3,0.22299022336161284,0.0564294781166839
100,NSGA_III,4,0.23116599503959423,0.056604585926170535
100,NSGA_III,5,0.24194410086060303,0.058677618569134074
100,NSGA_III,6,0.24839381835095414,0.060056018994916076
100,NSGA_III,7,0.25651130330169364,0.05991699544366312
100,NSGA_III,8,0.2644670812409835,0.058537413408284264
100,NSGA_III,9,0.27063379666132054,0.05751641412195533
100,NSGA_III,10,0.2773288858600346,0.05640630355093423
100,NSGA_III,11,0.28356966327226985,0.056119659245628645
100,NSGA_III,12,0.2899437884052416,0.056079028972672924
100,NSGA_III,13,0.29687649667031657,0.05595853220860049
100,NSGA_III,14,0.3025033348526511,0.05528568662525738
100,NSGA_III,15,0.30811594642458223,0.05714161925757937
100,NSGA_III,16,0.3138872116203769,0.0577468074154203
100,NSGA_III,17,0.3182277497897677,0.05665441688985087
100,NSGA_III,18,0.32263226136004464,0.056880178667791784
100,NSGA_III,19,0.32694111093659506,0.056785014300993655
100,NSGA_III,20,0.3307085804853899,0.05676157108669169
100,NSGA_III,21,0.3372050777715025,0.05696402894439163
100,NSGA_III,22,0.34216535295457046,0.058163277676955276
100,NSGA_III,23,0.34671232174154426,0.057922114237237504
100,NSGA_III,24,0.35171772397783013,0.057464158962727455
100,NSGA_III,25,0.3555577173162642,0.05678323053672691
100,NSGA_III,26,0.35942588595913155,0.05651739569527605
100,NSGA_III,27,0.36459731669265255,0.05585633316227971
100,NSGA_III,28,0.36908648640608077,0.05691473111118996
100,NSGA_III,29,0.3738686764391729,0.05678588142530962
100,NSGA_III,30,0.37803112016132806,0.056813466883007015
100,NSGA_III,31,0.3817580787770289,0.05593596420235743
100,NSGA_III,32,0.38529090598063603,0.055527617634863184
100,NSGA_III,33,0.3895218115343437,0.05606080472523839
100,NSGA_III,34,0.3937260240716415,0.05641852751535141
100,NSGA_III,35,0.3970734422630892,0.05665272712775343
100,NSGA_III,36,0.3999940171462833,0.0555178371433582
100,NSGA_III,37,0.40283667695297765,0.05506083860181124
100,NSGA_III,38,0.4065378119511413,0.05510143664293319
100,NSGA_III,39,0.4102037448731552,0.053589654058672394
100,NSGA_III,40,0.4134708392832295,0.0531957065751441
100,NSGA_III,41,0.4165050176957284,0.05283691225493929
100,NSGA_III,42,0.4196628527133926,0.052658509124528484
100,NSGA_III,43,0.4215068774243048,0.05270494500902106
100,NSGA_III,44,0.42415907556231863,0.05240768806696838
100,NSGA_III,45,0.42659674071015724,0.05220713849899235
100,NSGA_III,46,0.42931927538821596,0.05167097492854906
100,NSGA_III,47,0.4317636548686571,0.051180826411143146
100,NSGA_III,48,0.43464720051419864,0.05113030368839364
100,NSGA_III,49,0.4365504100682237,0.0512537206037148
100,NSGA_III,50,0.43822256506513146,0.05136897368836636
100,NSGA_III,51,0.4400846381309721,0.051221258857492895
100,NSGA_III,52,0.44192541164124605,0.05188468132682698
100,NSGA_III,53,0.44333673568956916,0.05238815785854951
100,NSGA_III,54,0.4453248148405035,0.05249737891751126
100,NSGA_III,55,0.446832361541183,0.05243510225527365
100,NSGA_III,56,0.4483182681342924,0.05203707437974036
100,NSGA_III,57,0.44913159387681695,0.05192923100299418
100,NSGA_III,58,0.4499863699631094,0.05269583258419009
100,NSGA_III,59,0.45078789537079084,0.05221173096154172
100,NSGA_III,60,0.4514797552958115,0.05319871086848629
100,NSGA_III,61,0.45113552267748835,0.05414642393757239
100,NSGA_III,62,0.4524568970256334,0.05389740438058687
100,NSGA_III,63,0.453447192701972,0.053921462159103664
100,NSGA_III,64,0.45346340954867287,0.055382801923176656
100,NSGA_III,65,0.4550319438014158,0.056034135705975326
100,NSGA_III,66,0.45522723807237864,0.05628388026033604
100,NSGA_III,67,0.4560439802492072,0.05615267726032334
100,NSGA_III,68,0.4569854371095937,0.05653818141195717
100,NSGA_III,69,0.45790101321916854,0.05673152349570483
100,NSGA_III,70,0.45737895872535084,0.05792712349352834
100,NSGA_III,71,0.4580166152730365,0.0576648085602467
100,NSGA_III,72,0.4585315348802924,0.057889770341968634
100,NSGA_III,73,0.4592235617670112,0.05797516753766221
100,NSGA_III,74,0.4593364519414036,0.05856513396599638
100,NSGA_III,75,0.4596026361506607,0.05924012939106112
100,NSGA_III,76,0.45960233002492584,0.05943532807726696
100,NSGA_III,77,0.4599821832995527,0.05945585353751922
100,NSGA_III,78,0.45999209894851656,0.059577608916278
100,NSGA_III,79,0.4600854771367235,0.059411100864106975
100,NSGA_III,80,0.46039572297421666,0.05861701957614291
100,NSGA_III,81,0.46033530830725106,0.05871014872708047
100,NSGA_III,82,0.46003591123100807,0.05937611605279979
100,NSGA_III,83,0.46001094955540117,0.05938341046856637
100,NSGA_III,84,0.4598285656158565,0.05959675426657579
100,NSGA_III,85,0.4582213878222697,0.05883046598759284
100,NSGA_III,86,0.4579452096993098,0.05904445652364091
100,NSGA_III,87,0.4585640171395423,0.058990726259635744
100,NSGA_III,88,0.4587742257274627,0.05866956127605421
100,NSGA_III,89,0.45885733112940225,0.05865534965398245
100,NSGA_III,90,0.4583799601584603,0.05935779854864212
100,NSGA_III,91,0.4588895490104168,0.059186717789956475
100,NSGA_III,92,0.459173190008834,0.05955162174876564
100,NSGA_III,93,0.4596391464029929,0.05954180439031222
100,NSGA_III,94,0.45868806857775557,0.06000872017091511
100,NSGA_III,95,0.45874563377605376,0.06001995761835638
100,NSGA_III,96,0.4584228468752619,0.05964745676986703
100,NSGA_III,97,0.45807064298975286,0.06003590207911337
100,NSGA_III,98,0.45788634387087807,0.05924131708590473
100,NSGA_III,99,0.45762796703848696,0.05927754397877858
100,NSGA_III,100,0.4577408027932429,0.059346285494322575
100,NSGA_III,101,0.4577728149146379,0.059425978274031094
100,NSGA_III,102,0.4576348933579794,0.05949818385469488
100,NSGA_III,103,0.45753558320687837,0.0594852870790613
100,NSGA_III,104,0.4571495808034504,0.059938835289907476
100,NSGA_III,105,0.45708981164909435,0.06006071945640089
100,NSGA_III,106,0.4566238597210513,0.05988418367602433
100,NSGA_III,107,0.4565568670911703,0.05982664277485641
100,NSGA_III,108,0.45665091884982056,0.05975704996678079
100,NSGA_III,109,0.457203192187457,0.05939758040930843
100,NSGA_III,110,0.45683194084786233,0.05962709814582309
100,NSGA_III,111,0.4565682765675142,0.05968686809034982
100,NSGA_III,112,0.4566335282999875,0.0596991744100509
100,NSGA_III,113,0.4564293322445066,0.05997123050796025
100,NSGA_III,114,0.45587377499964477,0.06000947747187252
100,NSGA_III,115,0.45600221142692043,0.059913353331838316
100,NSGA_III,116,0.45619375093322034,0.05981472658021919
100,NSGA_III,117,0.4564319009496677,0.0597228375820482
100,NSGA_III,118,0.45561037710676744,0.05932344220453613
100,NSGA_III,119,0.4556831729723489,0.05934781855946894
100,NSGA_III,120,0.45578331136429223,0.05940096729533944
100,NSGA_III,121,0.4557955244597579,0.05948431438445841
100,NSGA_III,122,0.4561489153204129,0.059519796777015056
